"address","city","country","gmaps_place_id","gmaps_url","key","lat","lng","location_name","motto","name","nickname","postal_code","rookie_year","school_name","state_prov","team_number","website"
NA,"Spirit Lake","USA",NA,NA,"frc5576",NA,NA,NA,NA,"Iowa Governor's STEM Advisory Council / Shine Brothers of Spencer / Iowa Lakes Corridor of Development / Rockwell Collins / AGCO Global Women's Network / Arnolds Park Amusement Park & Spirit Lake High School","Team Terminator","51360",2015,"Spirit Lake High School","Iowa",5576,"http://www.firstinspires.org/"
NA,"Detroit","USA",NA,NA,"frc5577",NA,NA,NA,NA,"General Motors/DTE/Ford Motor Company/Comcast NBC/UNIVERSAL/Walbridge/Laborers Union 1076/BAE/Ideal Group/Michigan Department of Education/Kettering/GMI Alumni Association/RECD&Detroit Cristo Rey High School","Kinematic Wolves","48209",2015,"Detroit Cristo Rey High School","Michigan",5577,"https://kinematicwolves557.wixsite.com/kw5577"
NA,"Oklahoma City","USA",NA,NA,"frc5578",NA,NA,NA,NA,"Metro Technology Centers STEM Academy","Metro Mechanical Monsters","73111",2015,"Metro Technology Centers STEM Academy","Oklahoma",5578,"http://www.firstinspires.org/"
NA,"Albany","USA",NA,NA,"frc5579",NA,NA,NA,NA,"LEE COUNTY HIGH SCHOOL","Trojanbots","31763",2015,NA,"GA",5579,"https://sites.google.com/a/lee.k12.ga.us/fix/lchs-robotics"
NA,"Toronto","Canada",NA,NA,"frc5580",NA,NA,NA,NA,"Cedarbrae Collegiate Institute","BRAEZEN KNIGHTS","M1H2A2",2015,NA,"Ontario",5580,"http://www.firstinspires.org/"
NA,"Brampton","Canada",NA,NA,"frc5581",NA,NA,NA,NA,"FRC Rookie Grant / Carol Logan / Peel District School Board / Undisclosed & Judith Nyman Secondary School","Hornets","L6S3J8",2015,NA,"Ontario",5581,NA
NA,"Sharpsburg","USA",NA,NA,"frc5582",NA,NA,NA,NA,"DAL Global Services/Foundation Ambulance, Inc./Mil-Spec Packaging of Georgia/Candescent Media, Inc.&Trinity Christian School","Rex Machina","30277",2015,"Trinity Christian School","Georgia",5582,"http://www.rexmachinatcs.com/"
NA,"Saint Louis","USA",NA,NA,"frc5583",NA,NA,NA,NA,"Boeing/Bayer Fund&Rosati-Kain High School","SistamatiK","63108",2015,"Rosati-Kain High School","Missouri",5583,"https://sistamatik5583.weebly.com/"
NA,"Melbourne","Australia",NA,NA,"frc5584",NA,NA,NA,NA,"BAE Systems Australia/Ford Australia/Rockwell Automation Australia/AARNet/ADDE/Amazon/Aquinas College/Bendigo Bank/Current Industries/Knox City Council/Macquarie University/QMS (Quality Metal Solutions)/SETEC/Stoanco Construction/Thales&Neighborhood Group","ICRobotics","3770",2015,"Neighborhood Group","Victoria",5584,"http://www.icrobotics.org"
NA,"Edmeston","USA",NA,NA,"frc5585",NA,NA,NA,NA,"New York Tech Valley FIRST Sponsors / Edmeston Rotary Club / 2016 FRC® Hardship Grant / 2015 FRC Rookie Grant / Edmeston School District / Avangrid Renewables & Edmeston Central School","Blood, Sweat & Gears","13335",2015,"Edmeston Central School","New York",5585,"http://www.edmestoncentralschool.net/"
NA,"Kiel","USA",NA,NA,"frc5586",NA,NA,NA,NA,"Kohler Company / Curt G. Joa, Inc. / Kiel Optimist Club / HUI Manufacturing & New Holstein High School & Kiel High School","Bond Brigade","53042",2015,"New Holstein High School & Kiel High School","Wisconsin",5586,"http://bondbrigade.weebly.com"
NA,"Alexandria","USA",NA,NA,"frc5587",NA,NA,NA,NA,"NAVSEA / Google / Boeing / Lockheed Martin / Comcast / Intuitive Surgical / ACPS & T C Williams High School","Titan Robotics","22302",2015,"T C Williams High School","Virginia",5587,"https://frc5587.org"
NA,"Seattle","USA",NA,NA,"frc5588",NA,NA,NA,NA,"Boeing/Solidworks/Holy Names Academy&Holy Names Academy","Reign Robotics","98112",2015,"Holy Names Academy","Washington",5588,"http://www.5588reign.com/"
NA,"Woodstock","Canada",NA,NA,"frc5589",NA,NA,NA,NA,"&Woodstock Collegiate Institute","Red Devils","N4S 6L9",2015,"Woodstock Collegiate Institute","Ontario",5589,"http://tvdsb.ca/woodstock/FIRST"
NA,"Buffalo","USA",NA,NA,"frc5590",NA,NA,NA,NA,"St. Joseph's Collegiate Institute/Dr. Richard J. Buckley&St Joseph Collegiate Institute","Alumiboti","14223",2015,"St Joseph Collegiate Institute","New York",5590,"https://www.sjcialumiboti.com"
NA,"Miami","USA",NA,NA,"frc5591",NA,NA,NA,NA,"NASA & MAST@FIU","Manta Mechanics","33181",2015,NA,"Florida",5591,"http://www.firstinspires.org/"
NA,"Cairns","Australia",NA,NA,"frc5592",NA,NA,NA,NA,"Trinity Anglican School","Far North Robotics","4870",2015,NA,"Queensland",5592,"http://www.firstinspires.org/"
NA,"Hobart","Australia",NA,NA,"frc5593",NA,NA,NA,NA,"University of Tasmania&Family/Community","Devil Robotics","7001",2015,"Family/Community","Tasmania",5593,"http://devilrobotics.com/"
NA,"Toccoa","USA",NA,NA,"frc5594",NA,NA,NA,NA,"Novelis & Crew 338 & THE Village Toccoa","GI Joz","30577",2015,NA,"Georgia",5594,"http://www.firstinspires.org/"
NA,"New Richmond","USA",NA,NA,"frc5595",NA,NA,NA,NA,"Bosch Packaging / Nordson Extrusion Dies Industries, LLC & New Richmond High School","NRHS TigerBytes","54017",2015,"New Richmond High School","Wisconsin",5595,"http://www.firstinspires.org/"
NA,"Toronto","Canada",NA,NA,"frc5596",NA,NA,NA,NA,"Modern Machine & Tool Ltd./Boeing/RBC Investments/T.C.D.S.B. - Specilaist High Skills Major & Family/Community & Mary Ward C.H.S.","Wolverines","M1V 3S8",2015,"Family/Community & Mary Ward C.H.S.","Ontario",5596,"https://5596.ca"
