"address","city","country","gmaps_place_id","gmaps_url","key","lat","lng","location_name","motto","name","nickname","postal_code","rookie_year","school_name","state_prov","team_number","website"
NA,"Provo","USA",NA,NA,"frc8523",NA,NA,NA,NA,"Provo High School","Vic8ytes",NA,2021,"Provo High School","Utah",8523,NA
NA,"San Andres Cholula","Mexico",NA,NA,"frc8524",NA,NA,NA,NA,"Aerobot Planet&Family/Community","TalaveraBots",NA,2021,"Family/Community","Puebla",8524,NA
NA,"Hangzhou","China",NA,NA,"frc8525",NA,NA,NA,NA,"Hangzhou Wickham International School","Hangzhou Wickham International",NA,2021,"Hangzhou Wickham International School","Zhejiang",8525,NA
NA,"San Juan","USA",NA,NA,"frc8526",NA,NA,NA,NA,"Pharr San Juan Alamo High Sch","BearsChallengers2021",NA,2021,"Pharr San Juan Alamo High Sch","Texas",8526,NA
NA,"Saint Louis","USA",NA,NA,"frc8527",NA,NA,NA,NA,"Family/Community","ER404",NA,2021,"Family/Community","Missouri",8527,NA
NA,"Alamogordo","USA",NA,NA,"frc8528",NA,NA,NA,NA,"Children In Need of Services ","AstroChimps",NA,2021,"Children In Need of Services","New Mexico",8528,NA
NA,"Zhenjiang","China",NA,NA,"frc8529",NA,NA,NA,NA,"Jiangsu Jiaotong Collage","KunPeng",NA,2021,"Jiangsu Jiaotong Collage","Jiangsu",8529,NA
NA,"Tzaneen","South Africa",NA,NA,"frc8530",NA,NA,NA,NA,"Family/Community","Phenyo",NA,2021,"Family/Community","Limpopo",8530,NA
NA,"Milwaukee","USA",NA,NA,"frc8531",NA,NA,NA,NA,"Wisconsin Department of Public Instruction/FIRST Robotics Competition Rookie Grant/NASA/Sendik's Food Market&Dominican High School","TermiKnightors",NA,2021,"Dominican High School","Wisconsin",8531,NA
NA,"Umatilla","USA",NA,NA,"frc8532",NA,NA,NA,NA,"Umatilla School District/21st CCLC STEAM Academy&Umatilla High School","Classified",NA,2021,"Umatilla High School","Oregon",8532,NA
NA,"Camarillo","USA",NA,NA,"frc8533",NA,NA,NA,NA,"Rancho Campana High School","Rancho Robos FRC",NA,2021,"Rancho Campana High School","California",8533,NA
NA,"West Jordan","USA",NA,NA,"frc8534",NA,NA,NA,NA,"Home School","Women of technology ",NA,2021,"Home School","Utah",8534,NA
NA,"Loogootee","USA",NA,NA,"frc8535",NA,NA,NA,NA,"Toyota&Loogootee High School","The Lion Kings",NA,2021,"Loogootee High School","Indiana",8535,NA
NA,"Chatham","Canada",NA,NA,"frc8536",NA,NA,NA,NA,"Chatham Christian High School","Flames Robotics",NA,2021,"Chatham Christian High School","Ontario",8536,NA
NA,"Imperial Beach","USA",NA,NA,"frc8537",NA,NA,NA,NA,"Booz Allen Hamilton/Qualcomm/NASA&Family/Community","MechanicAnts",NA,2021,"Family/Community","California",8537,NA
NA,"Cincinnati","USA",NA,NA,"frc8538",NA,NA,NA,NA,"Sycamore High School","Juniper Robotics",NA,2021,"Sycamore High School","Ohio",8538,NA
NA,"Istabul","Turkey",NA,NA,"frc8539",NA,NA,NA,NA,"ÖZKOÇ HİDROLİK  MAKİNA&Family/Community","ÖZKOÇ ROBOTİK ",NA,2021,"Family/Community","Istanbul",8539,NA
NA,"Singapore","Singapore",NA,NA,"frc8540",NA,NA,NA,NA,"United World College South East Asia East Campus"," Wall-East",NA,2021,"United World College South East Asia East Campus","Central Singapore",8540,NA
NA,"Richmond Hill","Canada",NA,NA,"frc8542",NA,NA,NA,NA,"Family/Community","Go2robots",NA,2021,"Family/Community","Ontario",8542,NA
NA,"North York","Canada",NA,NA,"frc8543",NA,NA,NA,NA,"Bot Camp","Bot Camp",NA,2021,"Bot Camp","Ontario",8543,NA
NA,"Sutton","USA",NA,NA,"frc8544",NA,NA,NA,NA,"National Grid/Mathworks/NASA/Dupont&Auburn Senior High School&Sutton Middle School&Sutton Memorial High School","Reinforcement",NA,2021,"Sutton Memorial High School & Sutton Middle School & Auburn Senior High School","Massachusetts",8544,NA
NA,"Scottsburg","USA",NA,NA,"frc8545",NA,NA,NA,NA,"Family/Community","Scott County Robotics",NA,2021,"Family/Community","Indiana",8545,NA
NA,"Eagle","USA",NA,NA,"frc8546",NA,NA,NA,NA,"Family/Community","\n",NA,2021,"Family/Community","Idaho",8546,NA
NA,"HangZhou","China",NA,NA,"frc8547",NA,NA,NA,NA,"Olive Tree International Academy","M.E.",NA,2021,"Olive Tree International Academy","Zhejiang",8547,NA
NA,"New Plymouth","USA",NA,NA,"frc8550",NA,NA,NA,NA,"New Plymouth High School","The Jackson Alliance",NA,2021,"New Plymouth High School","Idaho",8550,NA
NA,"Lewiston","USA",NA,NA,"frc8551",NA,NA,NA,NA,"Lewiston Senior High School","RoNex21.22",NA,2021,"Lewiston Senior High School","Idaho",8551,NA
NA,"Malad City","USA",NA,NA,"frc8552",NA,NA,NA,NA,"Malad High School","Malad High School 1",NA,2021,"Malad High School","Idaho",8552,NA
NA,"Soda Springs","USA",NA,NA,"frc8553",NA,NA,NA,NA,"Soda Springs High School","The Circuit Breakers",NA,2021,"Soda Springs High School","Idaho",8553,NA
NA,"Fengxian","China",NA,NA,"frc8554",NA,NA,NA,NA,"Fengxian County Jiangsu secondary specialized school","Dream Team",NA,2021,"Fengxian County Jiangsu secondary specialized school","Jiangsu",8554,NA
NA,"BALIKESIR","Turkey",NA,NA,"frc8555",NA,NA,NA,NA,"BALROBOTICS","BALROB",NA,2021,"BALROBOTICS","Balikesir",8555,NA
NA,"San Juan","USA",NA,NA,"frc8556",NA,NA,NA,NA,"Texas Workforce Commission/FIRST® Robotics Competition New Team Grant & PSJA Collegiate High School Program","Lion Robotics",NA,2021,"PSJA Collegiate High School Program","Texas",8556,NA
NA,"Manisa","Turkey",NA,NA,"frc8557",NA,NA,NA,NA,"Manisa Bahcesehir Science and Technology High School","ConquEra",NA,2021,"Manisa Bahcesehir Science and Technology High School","Manisa",8557,NA
NA,"Reynosa","Mexico",NA,NA,"frc8558",NA,NA,NA,NA,"Universidad Tecmilenio","Tecmilenio - Digital Golden Hawks",NA,2021,"Universidad Tecmilenio","Tamaulipas",8558,NA
NA,"Brampton","Canada",NA,NA,"frc8559",NA,NA,NA,NA,"Castlebrooke SS","Dragon Robotics",NA,2021,"Castlebrooke SS","Ontario",8559,NA
NA,"Sakarya","Turkey",NA,NA,"frc8560",NA,NA,NA,NA,"Sakarya İl Milli Eğitim Müdürlüğü/Mucit Akademisi&Sakarya Mesleki ve Teknik Anadolu Lisesi","INVENTORS",NA,2021,"Sakarya Mesleki ve Teknik Anadolu Lisesi","Sakarya",8560,NA
NA,"Çankaya","Turkey",NA,NA,"frc8561",NA,NA,NA,NA,"ODTÜ Geliştirme Vakfı Özel Ankara Lisesi","Cartesian Robotics",NA,2021,"ODTÜ Geliştirme Vakfı Özel Ankara Lisesi","Ankara",8561,NA
NA,"Kansas City","USA",NA,NA,"frc8562",NA,NA,NA,NA,"Academie Lafayette-Armour Camp","TBD",NA,2021,"Academie Lafayette-Armour Camp","Missouri",8562,NA
NA,"shanghai","China",NA,NA,"frc8563",NA,NA,NA,NA,"Family/Community","KERNELS",NA,2021,"Family/Community","Shanghai",8563,NA
NA,"Princeton","USA",NA,NA,"frc8564",NA,NA,NA,NA,"Toyota&Princeton Cmty High School","Disco Ducks",NA,2021,"Princeton Cmty High School","Indiana",8564,NA
NA,"Lafayette","USA",NA,NA,"frc8565",NA,NA,NA,NA,"Mackintosh Academy - Boulder","MACK-BOTS B.I.G.",NA,2021,"Mackintosh Academy - Boulder","Colorado",8565,NA
NA,"Saint Louis","USA",NA,NA,"frc8566",NA,NA,NA,NA,"Notre Dame High School","REBELBOTS",NA,2021,"Notre Dame High School","Missouri",8566,NA
NA,"Wellesley","USA",NA,NA,"frc8567",NA,NA,NA,NA,"FIRST Robotics Competition/FIRST New England/Mathworks/Elliasen Group/Perkin Elmer/Novelis/Abbott/Akamai Foundation&Family/Community","Wellesley Robotics - Team Ultraviolet",NA,2021,"Family/Community","Massachusetts",8567,NA
NA,"Webster","USA",NA,NA,"frc8568",NA,NA,NA,NA,"Black Girls Do Engineer Corporation","Cyber Seven",NA,2021,"Black Girls Do Engineer Corporation","Texas",8568,NA
NA," New Taipei City","Chinese Taipei",NA,NA,"frc8569",NA,NA,NA,NA,"New Taipei Municipal Zhonghe Senior High School","Zhonghe",NA,2021,"New Taipei Municipal Zhonghe Senior High School","New Taipei",8569,NA
NA,"Mumbai","India",NA,NA,"frc8570",NA,NA,NA,NA,"Aditya Birla World Academy","Binary-Bolts",NA,2021,"Aditya Birla World Academy","Maharashtra",8570,NA
NA,"Johannesburg","South Africa",NA,NA,"frc8571",NA,NA,NA,NA,"Setsqrr","Enignet_0111",NA,2021,"Setsqrr","Gauteng",8571,NA
NA,"Mazar e Sharif","Afghanistan",NA,NA,"frc8572",NA,NA,NA,NA,"Afghan Turk Maarif Schools Mazar e Sharif Boys School","Tech Inheritors of Al Khwarizmi",NA,2021,"Afghan Turk Maarif Schools Mazar e Sharif Boys School","Balkh",8572,NA
NA,"Alton","USA",NA,NA,"frc8573",NA,NA,NA,NA,"NASA - Robotics Alliance Project/Gene Haas Foundation/Texas Workforce Commission/National Instruments/Siemens/FRC New Team Growth Grant - FIRST/Leap for STEM&Family/Community","Rogue-Rangers LEGACY ",NA,2021,"Family/Community","Texas",8573,NA
NA,"North York","Canada",NA,NA,"frc8574",NA,NA,NA,NA,"FIRST Robotics Canada/New Team Growth grant/Argosy Foundation/Humber College/Queen's University/St. Clair College/Aris Painting&Marc Garneau Collegiate Institute","Audeamus",NA,2021,"Marc Garneau Collegiate Institute","Ontario",8574,NA
NA,"Due West","USA",NA,NA,"frc8575",NA,NA,NA,NA,"Due West Robotics","The Due Westerners",NA,2021,"Due West Robotics","South Carolina",8575,NA
NA,"Fulshear","USA",NA,NA,"frc8576",NA,NA,NA,NA,"Texas Workforce Commission&Jordan High School","Golden Warriors Robotics",NA,2021,"Jordan High School","Texas",8576,NA
NA,"Atlanta","USA",NA,NA,"frc8577",NA,NA,NA,NA,"Georgia Cyber Academy","Georgia Cyber Academy Champions",NA,2021,"Georgia Cyber Academy","Georgia",8577,NA
NA,"Lawrenceville","USA",NA,NA,"frc8579",NA,NA,NA,NA,"Archer High School","Renegades of Archer Robotics!",NA,2021,"Archer High School","Georgia",8579,NA
NA,"Jayton","USA",NA,NA,"frc8580",NA,NA,NA,NA,"Jayton-Girard School","Jayton J-Bots",NA,2021,"Jayton-Girard School","Texas",8580,NA
NA,"Panama","Panama",NA,NA,"frc8581",NA,NA,NA,NA,"Family/Community","PizzaByte Robotics",NA,2021,"Family/Community","Panamá",8581,NA
NA,"Delhi","India",NA,NA,"frc8582",NA,NA,NA,NA,"The Shri Ram school","Brave-Solders",NA,2021,"The Shri Ram school","Delhi",8582,NA
NA,"GuangZhou","China",NA,NA,"frc8583",NA,NA,NA,NA,"Family/Community","Juggernauts",NA,2021,"Family/Community","Guangdong",8583,NA
NA,"Chiayi","Chinese Taipei",NA,NA,"frc8584",NA,NA,NA,NA,"Chiahwa Senior High School","Infinity Robotics",NA,2021,"Chiahwa Senior High School","Chiayi",8584,NA
NA,"Taipei","Chinese Taipei",NA,NA,"frc8585",NA,NA,NA,NA,"禾霖建設&Taipei Municipal Da-An Vocational High School","bombax leopard",NA,2021,"Taipei Municipal Da-An Vocational High School","Taipei Special Municipality",8585,NA
NA,"Devils Lake","USA",NA,NA,"frc8586",NA,NA,NA,NA,"NASA&Devils Lake High School","Firebirds Robotics",NA,2021,"Devils Lake High School","North Dakota",8586,NA
NA,"Warsaw","Poland",NA,NA,"frc8587",NA,NA,NA,NA,"XXVII LO im. Tadeusza Czackiego w Warszawie","Rick n' Rolls",NA,2021,"XXVII LO im. Tadeusza Czackiego w Warszawie","Mazowieckie",8587,NA
NA,"Denville","USA",NA,NA,"frc8588",NA,NA,NA,NA,"Morris Co Vocational School","Tech Devils",NA,2021,"Morris Co Vocational School","New Jersey",8588,NA
NA,"Tuscaloosa","USA",NA,NA,"frc8589",NA,NA,NA,NA,"Capitol School","Quack Pack",NA,2021,"Capitol School","Alabama",8589,NA
NA,"Fairfax","USA",NA,NA,"frc8590",NA,NA,NA,NA,"Woodson High School","CAVBOTICS",NA,2021,"Woodson High School","Virginia",8590,NA
NA,"Olmito","USA",NA,NA,"frc8591",NA,NA,NA,NA,"South Texas Acad Med Professns","Angels",NA,2021,"South Texas Acad Med Professns","Texas",8591,NA
NA,"Fairfax","USA",NA,NA,"frc8592",NA,NA,NA,NA,"U.S. Department of Defense/Amazon&Family/Community","Newton Squared",NA,2021,"Family/Community","Virginia",8592,NA
NA,"Prairiewood","Australia",NA,NA,"frc8593",NA,NA,NA,NA,"Prairiewood High School","Team Octabyte",NA,2021,"Prairiewood High School","New South Wales",8593,NA
NA,"北京","China",NA,NA,"frc8594",NA,NA,NA,NA,"High School Affiliated to BIT (Tongzhou Campus)","Blitz",NA,2021,"High School Affiliated to BIT (Tongzhou Campus)","Beijing",8594,NA
NA,"新北市","Chinese Taipei",NA,NA,"frc8595",NA,NA,NA,NA,"New Taipei City Ger-Jyh","This Is How We Play",NA,2021,"New Taipei City Ger-Jyh","New Taipei",8595,NA
NA,"Orlando","USA",NA,NA,"frc8596",NA,NA,NA,NA,"Girl Scouts","Girl Scouts2",NA,2021,"Girl Scouts","Florida",8596,NA
NA,"Bengaluru","India",NA,NA,"frc8597",NA,NA,NA,NA,"Family/Community","TISB TROJAN Bengaluru ",NA,2021,"Family/Community","Karnataka",8597,NA
NA,"Mission","USA",NA,NA,"frc8598",NA,NA,NA,NA,"Mission Collegiate High School","Electro-Knights",NA,2021,"Mission Collegiate High School","Texas",8598,NA
NA,"SAMSUN","Turkey",NA,NA,"frc8599",NA,NA,NA,NA,"Family/Community","INFINITIUM",NA,2021,"Family/Community","Samsun",8599,NA
NA,"Los Angeles","USA",NA,NA,"frc8600",NA,NA,NA,NA,"New West Charter School","Kernel Panic",NA,2021,"New West Charter School","California",8600,NA
NA,"Cave Creek","USA",NA,NA,"frc8601",NA,NA,NA,NA,"Cactus Shadows High School","CSHS Falcon Robotics",NA,2021,"Cactus Shadows High School","Arizona",8601,NA
NA,"Palmira","Colombia",NA,NA,"frc8602",NA,NA,NA,NA,"Family/Community","GOLDEN FROGS TEAM COLOMBIA",NA,2021,"Family/Community","Valle del Cauca",8602,NA
NA,"Carmel","USA",NA,NA,"frc8603",NA,NA,NA,NA,"Carmel High School & Family/Community","The Discord Droids",NA,2021,"Family/Community & Carmel High School","New York",8603,NA
NA,"Lexington","USA",NA,NA,"frc8604",NA,NA,NA,NA,"Minuteman Career & Tech HS","Alpha Centauri",NA,2021,"Minuteman Career & Tech HS","Massachusetts",8604,NA
NA,"Huntsville","USA",NA,NA,"frc8605",NA,NA,NA,NA,"Alabama School of Cyber Technology and Engineering","ASCTE",NA,2021,"Alabama School of Cyber Technology and Engineering","Alabama",8605,NA
NA,"Chihuahua","Mexico",NA,NA,"frc8606",NA,NA,NA,NA,"Universidad Tecmilenio","DEVOLT",NA,2021,"Universidad Tecmilenio","Chihuahua",8606,NA
NA,"Royal Oak","USA",NA,NA,"frc8607",NA,NA,NA,NA,"Royal Oak High School","Ravens II",NA,2021,"Royal Oak High School","Michigan",8607,NA
NA,"Battle Creek","USA",NA,NA,"frc8608",NA,NA,NA,NA,"Calhoun Christian School","Alpha Bots",NA,2021,"Calhoun Christian School","Michigan",8608,NA
NA,"West Jordan","USA",NA,NA,"frc8609",NA,NA,NA,NA,"Home School & Home School","Salt lake county robotics",NA,2021,"Home School & Home School","Utah",8609,NA
NA,"San Antonio","USA",NA,NA,"frc8610",NA,NA,NA,NA,"Sidney Lanier High School","Lanier Voks",NA,2021,"Sidney Lanier High School","Texas",8610,NA
NA,"Cadillac","USA",NA,NA,"frc8611",NA,NA,NA,NA,"Cadillac Heritage Christ Sch","Patriots 2022",NA,2021,"Cadillac Heritage Christ Sch","Michigan",8611,NA
NA,"Grandville","USA",NA,NA,"frc8612",NA,NA,NA,NA,"Calvin Christian High School","Squires Robotics",NA,2021,"Calvin Christian High School","Michigan",8612,NA
NA,"THORNLIE","Australia",NA,NA,"frc8613",NA,NA,NA,NA,"Family/Community & Family/Community","Nuts, Bolts & Faults",NA,2021,"Family/Community & Family/Community","Western Australia",8613,NA
NA,"Morawa","Australia",NA,NA,"frc8614",NA,NA,NA,NA,"Wa College of Agriculture","WA College of Agriculture - Morawa",NA,2021,"Wa College of Agriculture","Western Australia",8614,NA
NA,"Toyosu","Japan",NA,NA,"frc8615",NA,NA,NA,NA,"Family/Community","SAZANKA Robotics",NA,2021,"Family/Community","Tôkyô",8615,NA
NA,"Mumbai","India",NA,NA,"frc8616",NA,NA,NA,NA,"Family/Community & Family/Community & Family/Community & Family/Community","Mad Engineers BIS",NA,2021,"Family/Community & Family/Community & Family/Community & Family/Community","Maharashtra",8616,NA
NA,"Mumbai","India",NA,NA,"frc8617",NA,NA,NA,NA,"Family/Community & Family/Community","G-FORCE",NA,2021,"Family/Community & Family/Community","Maharashtra",8617,NA
NA,"Ann Arbor","USA",NA,NA,"frc8618",NA,NA,NA,NA,"Michigan Islamic Academy","Operation Robotics",NA,2021,"Michigan Islamic Academy","Michigan",8618,NA
NA,"Kingston","USA",NA,NA,"frc8619",NA,NA,NA,NA,"Sanborn Regional High School","Sanborn Regional High School Robotics",NA,2021,"Sanborn Regional High School","New Hampshire",8619,NA
NA,"Omaha","USA",NA,NA,"frc8620",NA,NA,NA,NA,"Creighton Preparatory School","RoboJays",NA,2021,"Creighton Preparatory School","Nebraska",8620,NA
NA,"Akola","India",NA,NA,"frc8621",NA,NA,NA,NA,"Family/Community","KITS Angels FRC Akola Team",NA,2021,"Family/Community","Maharashtra",8621,NA
NA,"Gambrills","USA",NA,NA,"frc8622",NA,NA,NA,NA,"Crofton High School","The CyBirds",NA,2021,"Crofton High School","Maryland",8622,NA
NA,"Dearborn Heights","USA",NA,NA,"frc8623",NA,NA,NA,NA,"TE Connectivity &MichiganFC","Michigan FC ",NA,2021,"MichiganFC","Michigan",8623,NA
NA,"Andalusia","USA",NA,NA,"frc8624",NA,NA,NA,NA,"Straughn High School","Da Pizza Mans",NA,2021,"Straughn High School","Alabama",8624,NA
NA,"Mission","USA",NA,NA,"frc8625",NA,NA,NA,NA,"Mission High School","MHS Eagles",NA,2021,"Mission High School","Texas",8625,NA
NA,"Scituate","USA",NA,NA,"frc8626",NA,NA,NA,NA,"Scituate High School","Cyber Sailors of Scituate MA",NA,2021,"Scituate High School","Massachusetts",8626,NA
NA,"Newark","USA",NA,NA,"frc8628",NA,NA,NA,NA,"Newark School of Global Studies","Newark School of Global Studies",NA,2021,"Newark School of Global Studies","New Jersey",8628,NA
NA,"Rochester","USA",NA,NA,"frc8629",NA,NA,NA,NA,"Family/Community","Everest 2",NA,2021,"Family/Community","Michigan",8629,NA
NA,"Paterson","USA",NA,NA,"frc8630",NA,NA,NA,NA,"College Achieve Paterson CS","CAP ROBOTICS",NA,2021,"College Achieve Paterson CS","New Jersey",8630,NA
NA,"Friday Harbor","USA",NA,NA,"frc8631",NA,NA,NA,NA,"Friday Harbor High School","Excelsior360!",NA,2021,"Friday Harbor High School","Washington",8631,NA
NA,"Jacksonville","USA",NA,NA,"frc8632",NA,NA,NA,NA,"Shivaji Foundation Inc","Master Builders",NA,2021,"Shivaji Foundation Inc","Florida",8632,NA
NA,"Warrenton","USA",NA,NA,"frc8634",NA,NA,NA,NA,"&BOOTSTRAPS","BOOTSTRAPS!",NA,2021,"BOOTSTRAPS","North Carolina",8634,NA
NA,"Turkistan","Kazakhstan",NA,NA,"frc8636",NA,NA,NA,NA,"Turkistan Library","Turkistan Robotics",NA,2021,"Turkistan Library","Ongtüstik Qazaqstan oblysy",8636,NA
NA,"Brooklyn","USA",NA,NA,"frc8637",NA,NA,NA,NA,"Packer Collegiate Institute","Packer Pelicans",NA,2021,"Packer Collegiate Institute","New York",8637,NA
NA,"Waupaca","USA",NA,NA,"frc8700",NA,NA,NA,NA,"NASA/Waupaca Foundry, Inc.&Waupaca High School","W.I.R.E.D",NA,2022,"Waupaca High School","Wisconsin",8700,NA
NA,"Greendale","USA",NA,NA,"frc8701",NA,NA,NA,NA,"Rockwell Automation/Wisconsin Department of Public Instruction/Argosy Foundation/First Supply/Blue Yonder, Inc/Custom Truck One Source&Greendale High School","GRAFFITI",NA,2022,"Greendale High School","Wisconsin",8701,NA
NA,"JiaXing","China",NA,NA,"frc8702",NA,NA,NA,NA,"ruihaorobort","Invincible Tyrannosaurus Warrior",NA,2022,"ruihaorobort","Zhejiang",8702,NA
NA,"Woodbine","USA",NA,NA,"frc8703",NA,NA,NA,NA,"Family/Community","New Squirrels",NA,2022,"Family/Community","Maryland",8703,NA
NA,"Cape May","USA",NA,NA,"frc8704",NA,NA,NA,NA,"Lower Cape May Region HS","Lower Cape May Regional Robotics Team",NA,2022,"Lower Cape May Region HS","New Jersey",8704,NA
NA,"Pittsburgh","USA",NA,NA,"frc8705",NA,NA,NA,NA,"Pittsburgh Science & Tech Acad","Sci Tech FRC",NA,2022,"Pittsburgh Science & Tech Acad","Pennsylvania",8705,NA
NA,"Newark","USA",NA,NA,"frc8706",NA,NA,NA,NA,"Malcolm X Shabazz High School","Malcolm X Shabazz Bulldogs",NA,2022,"Malcolm X Shabazz High School","New Jersey",8706,NA
NA,"Newark","USA",NA,NA,"frc8707",NA,NA,NA,NA,"Newark School of Data Science and Information Technology","Newark School of Data Science and Information Technology Minutemen",NA,2022,"Newark School of Data Science and Information Technology","New Jersey",8707,NA
NA,"Dunbarton","USA",NA,NA,"frc8708",NA,NA,NA,NA,"NASA/BAE/PTC/Dunbarton & Bow Robotics 4-H Club&Family/Community","Ov3r1y K0mp13x",NA,2022,"Family/Community","New Hampshire",8708,NA
NA,"Palmer","USA",NA,NA,"frc8709",NA,NA,NA,NA,"NASA&Pathfinder Regional Voc HS","Pathfinder Tech",NA,2022,"Pathfinder Regional Voc HS","Massachusetts",8709,NA
NA,"Blum","USA",NA,NA,"frc8710",NA,NA,NA,NA,"Blum School","BLUM BOBCAT ROBOTICS",NA,2022,"Blum School","Texas",8710,NA
NA,"Broken Arrow","USA",NA,NA,"frc8711",NA,NA,NA,NA,"Family/Community","The Midnight Ostrich Runners",NA,2022,"Family/Community","Oklahoma",8711,NA
NA,"Macedonia","USA",NA,NA,"frc8713",NA,NA,NA,NA,"Nordonia High School","Nordonia Knights 21",NA,2022,"Nordonia High School","Ohio",8713,NA
NA,"Middletown","USA",NA,NA,"frc8714",NA,NA,NA,NA,"Mater Dei Prep School","Mater Dei-namics",NA,2022,"Mater Dei Prep School","New Jersey",8714,NA
NA,"Fort Buchanan","USA",NA,NA,"frc8715",NA,NA,NA,NA,"DoDEA-Antilles High School","Antilles Pirates 404",NA,2022,"DoDEA-Antilles High School","Puerto Rico",8715,NA
NA,"San Diego","USA",NA,NA,"frc8716",NA,NA,NA,NA,"Family/Community","Robowarriors",NA,2022,"Family/Community","California",8716,NA
NA,"Las Vegas","USA",NA,NA,"frc8717",NA,NA,NA,NA,"Tesla/Gene Hass Foundation/SolidWorks&Desert Oasis High School","Cyber Vipers",NA,2022,"Desert Oasis High School","Nevada",8717,NA
NA,"Warren","USA",NA,NA,"frc8718",NA,NA,NA,NA,"Aptiv&Howland High School","Tigerbotics",NA,2022,"Howland High School","Ohio",8718,NA
