"actual_time","comp_level","event_key","key","match_number","predicted_time","set_number","time","winning_alliance","alliances.blue.dq_team_keys","alliances.blue.score","alliances.blue.surrogate_team_keys","alliances.blue.team_keys","alliances.red.dq_team_keys","alliances.red.score","alliances.red.surrogate_team_keys","alliances.red.team_keys"
1645304840,"f","2022week0","2022week0_f1m1",1,NA,1,1645302960,"red",
